"State Historical Tables for 2009
Released: November 23, 2010
Report Revised: April 2011
2003,OH,Energy-Only Providers,4.48,4.28,3.01,NA,0.00,3.89,,,,
2003,PA,Energy-Only Providers,5.97,5.45,4.51,NA,6.84,5.37,,,,
2003,RI,Energy-Only Providers,0.00,4.89,4.81,NA,0.00,4.86,,,,
2003,VA,Energy-Only Providers,5.50,0.00,0.00,NA,0.00,5.50,,,,
2003,WA,Energy-Only Providers,0.00,8.47,8.47,NA,0.00,8.47,,,,
2003,US-TOTAL,Energy-Only Providers,5.43,6.02,4.47,NA,6.16,5.30,,,,
2003,CA,Delivery-Only Service,5.43,3.90,2.72,NA,0.47,3.33,,,,
2003,CT,Delivery-Only Service,5.19,4.66,3.11,NA,0.00,4.53,,,,
2003,DC,Delivery-Only Service,2.60,2.99,1.10,NA,2.56,2.88,,,,
2003,DE,Delivery-Only Service,0.00,0.64,0.21,NA,0.00,0.21,,,,
2003,IL,Delivery-Only Service,0.00,2.30,1.44,NA,0.00,1.73,,,,
2003,MA,Delivery-Only Service,7.72,4.40,3.35,NA,0.00,4.22,,,,
2003,MD,Delivery-Only Service,3.13,2.11,1.61,NA,1.26,1.85,,,,
2003,ME,Delivery-Only Service,7.43,5.04,2.34,NA,0.00,5.16,,,,
2003,MI,Delivery-Only Service,0.00,0.78,0.48,NA,0.00,0.51,,,,
2003,MT,Delivery-Only Service,2.65,1.81,0.30,NA,0.00,0.55,,,,
2003,NH,Delivery-Only Service,0.00,2.40,2.44,NA,0.00,2.44,,,,
2003,NJ,Delivery-Only Service,4.58,3.47,3.36,NA,0.00,3.48,,,,
2003,NY,Delivery-Only Service,6.82,4.30,1.69,NA,2.37,3.65,,,,
2003,OH,Delivery-Only Service,5.83,4.69,2.64,NA,0.00,4.28,,,,
2003,PA,Delivery-Only Service,5.50,2.78,1.18,NA,2.58,2.95,,,,
2003,RI,Delivery-Only Service,0.00,4.47,3.21,NA,0.00,3.92,,,,
2003,VA,Delivery-Only Service,4.35,0.00,0.00,NA,0.00,4.35,,,,
2003,WA,Delivery-Only Service,0.00,1.01,0.56,NA,0.00,0.57,,,,
2003,US-TOTAL,Delivery-Only Service,6.11,3.80,1.80,NA,2.07,3.13,,,,
2004,AK,Total Electric Industry,12.44,10.99,8.33,NA,0.00,10.99,,,,
2004,AL,Total Electric Industry,7.62,7.12,4.15,NA,0.00,6.08,,,,
2004,AR,Total Electric Industry,7.36,5.64,4.16,NA,0.00,5.67,,,,
2004,AZ,Total Electric Industry,8.46,7.28,5.35,NA,0.00,7.45,,,,
2004,CA,Total Electric Industry,12.20,11.64,9.27,NA,6.42,11.35,,,,
2004,CO,Total Electric Industry,8.42,6.89,5.11,NA,5.81,6.95,,,,
2004,CT,Total Electric Industry,11.63,9.90,7.89,NA,7.25,10.26,,,,
2004,DC,Total Electric Industry,8.00,7.45,4.74,NA,7.37,7.47,,,,
2004,DE,Total Electric Industry,8.78,7.44,6.06,NA,0.00,7.53,,,,
2004,FL,Total Electric Industry,8.99,7.61,5.84,NA,7.45,8.16,,,,
2004,GA,Total Electric Industry,7.86,6.88,4.43,NA,5.12,6.58,,,,
2004,HI,Total Electric Industry,18.06,16.19,13.35,NA,0.00,15.70,,,,
2004,IA,Total Electric Industry,8.96,6.75,4.33,NA,0.00,6.40,,,,
2004,ID,Total Electric Industry,6.10,5.37,3.82,NA,0.00,4.97,,,,
2004,IL,Total Electric Industry,8.37,7.54,4.65,NA,5.70,6.80,,,,
2004,IN,Total Electric Industry,7.30,6.31,4.13,NA,8.76,5.58,,,,
2004,KS,Total Electric Industry,7.74,6.45,4.69,NA,0.00,6.37,,,,
2004,KY,Total Electric Industry,6.11,5.60,3.34,NA,0.00,4.63,,,,
2004,LA,Total Electric Industry,8.05,7.58,5.82,NA,7.09,7.13,,,,
2004,MA,Total Electric Industry,11.75,10.99,8.48,NA,4.65,10.77,,,,
2004,MD,Total Electric Industry,7.80,7.56,5.99,NA,6.46,7.15,,,,
2004,ME,Total Electric Industry,12.16,9.89,6.56,NA,0.00,9.69,,,,
2004,MI,Total Electric Industry,8.33,7.57,4.92,NA,7.89,6.94,,,,
2004,MN,Total Electric Industry,7.92,6.31,4.63,NA,6.75,6.24,,,,
2004,MO,Total Electric Industry,6.97,5.80,4.62,NA,4.91,6.07,,,,
2004,MS,Total Electric Industry,8.21,7.99,4.83,NA,0.00,7.00,,,,
2004,MT,Total Electric Industry,7.86,7.42,4.15,NA,0.00,6.40,,,,
2004,NC,Total Electric Industry,8.45,6.70,4.88,NA,0.00,6.97,,,,
2004,ND,Total Electric Industry,6.79,5.86,4.13,NA,0.00,5.69,,,,
2004,NE,Total Electric Industry,6.96,5.84,4.28,NA,0.00,5.70,,,,
2004,NH,Total Electric Industry,12.49,10.99,10.01,NA,0.00,11.37,,,,
2004,NJ,Total Electric Industry,11.23,9.96,9.03,NA,10.94,10.29,,,,
2004,NM,Total Electric Industry,8.67,7.39,5.22,NA,0.00,7.10,,,,
2004,NV,Total Electric Industry,9.69,9.08,7.24,NA,0.00,8.56,,,,
2004,NY,Total Electric Industry,14.54,12.98,7.04,NA,7.92,12.55,,,,
2004,OH,Total Electric Industry,8.45,7.75,4.89,NA,9.21,6.89,,,,
2004,OK,Total Electric Industry,7.72,6.55,4.76,NA,0.00,6.50,,,,
2004,OR,Total Electric Industry,7.18,6.45,4.43,NA,6.50,6.21,,,,
2004,PA,Total Electric Industry,9.58,8.51,5.87,NA,7.32,8.00,,,,
2004,RI,Total Electric Industry,12.19,10.53,9.37,NA,0.00,10.96,,,,
2004,SC,Total Electric Industry,8.12,6.91,4.13,NA,0.00,6.22,,,,
2004,SD,Total Electric Industry,7.65,6.18,4.59,NA,0.00,6.44,,,,
2004,TN,Total Electric Industry,6.90,7.05,4.46,NA,11.75,6.14,,,,
2004,TX,Total Electric Industry,9.73,7.90,5.87,NA,7.02,7.95,,,,
2004,UT,Total Electric Industry,7.21,5.90,4.01,NA,6.57,5.69,,,,
2004,VA,Total Electric Industry,7.99,5.88,4.27,NA,6.25,6.43,,,,
2004,VT,Total Electric Industry,12.94,11.42,7.96,NA,0.00,11.02,,,,
2004,WA,Total Electric Industry,6.37,6.17,4.28,NA,6.44,5.80,,,,
2004,WI,Total Electric Industry,9.07,7.24,4.93,NA,0.00,6.88,,,,
2004,WV,Total Electric Industry,6.23,5.46,3.83,NA,5.70,5.13,,,,
2004,WY,Total Electric Industry,7.21,5.98,3.91,NA,0.00,4.98,,,,
2004,US-TOTAL,Total Electric Industry,8.95,8.17,5.25,NA,7.18,7.61,,,,
2004,AK,Full-Service Providers,12.44,10.99,8.33,NA,0.00,10.99,,,,
2004,AL,Full-Service Providers,7.62,7.12,4.15,NA,0.00,6.08,,,,
2004,AR,Full-Service Providers,7.36,5.64,4.16,NA,0.00,5.67,,,,
2004,AZ,Full-Service Providers,8.46,7.28,5.35,NA,0.00,7.45,,,,
2004,CA,Full-Service Providers,12.20,11.81,9.33,NA,8.03,11.53,,,,
2004,CO,Full-Service Providers,8.42,6.89,5.11,NA,5.81,6.95,,,,
2004,CT,Full-Service Providers,11.63,9.90,7.90,NA,7.25,10.27,,,,
2004,DC,Full-Service Providers,7.97,7.40,4.63,NA,0.00,7.46,,,,
2004,DE,Full-Service Providers,8.78,7.44,5.82,NA,0.00,7.61,,,,
2004,FL,Full-Service Providers,8.99,7.61,5.84,NA,7.45,8.16,,,,
2004,GA,Full-Service Providers,7.86,6.88,4.43,NA,5.12,6.58,,,,
2004,HI,Full-Service Providers,18.06,16.19,13.35,NA,0.00,15.70,,,,
2004,IA,Full-Service Providers,8.96,6.75,4.33,NA,0.00,6.40,,,,
2004,ID,Full-Service Providers,6.10,5.37,3.84,NA,0.00,4.98,,,,
2004,IL,Full-Service Providers,8.37,8.03,4.57,NA,5.70,7.16,,,,
2004,IN,Full-Service Providers,7.30,6.31,4.13,NA,8.76,5.58,,,,
2004,KS,Full-Service Providers,7.74,6.45,4.69,NA,0.00,6.37,,,,
2004,KY,Full-Service Providers,6.11,5.60,3.34,NA,0.00,4.63,,,,
2004,LA,Full-Service Providers,8.05,7.58,5.82,NA,7.09,7.13,,,,
2004,MA,Full-Service Providers,11.72,11.57,8.47,NA,3.86,11.10,,,,
2004,MD,Full-Service Providers,7.78,7.62,5.60,NA,7.42,7.23,,,,
2004,ME,Full-Service Providers,8.41,5.79,4.85,NA,0.00,5.84,,,,
2004,MI,Full-Service Providers,8.33,7.66,4.86,NA,7.89,7.03,,,,
2004,MN,Full-Service Providers,7.92,6.31,4.63,NA,6.75,6.24,,,,
2004,MO,Full-Service Providers,6.97,5.80,4.62,NA,4.91,6.07,,,,
2004,MS,Full-Service Providers,8.21,7.99,4.83,NA,0.00,7.00,,,,
2004,MT,Full-Service Providers,7.86,7.57,4.54,NA,0.00,7.04,,,,
2004,NC,Full-Service Providers,8.45,6.70,4.88,NA,0.00,6.97,,,,
2004,ND,Full-Service Providers,6.79,5.86,4.13,NA,0.00,5.69,,,,
2004,NE,Full-Service Providers,6.96,5.84,4.28,NA,0.00,5.70,,,,
2004,NH,Full-Service Providers,12.49,11.02,10.10,NA,0.00,11.41,,,,
2004,NJ,Full-Service Providers,11.25,10.20,9.00,NA,25.28,10.62,,,,
2004,NM,Full-Service Providers,8.67,7.39,5.22,NA,0.00,7.10,,,,
2004,NV,Full-Service Providers,9.69,9.08,7.24,NA,0.00,8.56,,,,
2004,NY,Full-Service Providers,14.60,13.49,8.28,NA,11.75,13.54,,,,
2004,OH,Full-Service Providers,8.14,7.34,4.72,NA,9.21,6.60,,,,
2004,OK,Full-Service Providers,7.72,6.55,4.76,NA,0.00,6.50,,,,
2004,OR,Full-Service Providers,7.18,6.49,4.41,NA,6.50,6.22,,,,
2004,PA,Full-Service Providers,9.38,8.56,5.88,NA,7.26,7.91,,,,
2004,RI,Full-Service Providers,12.19,10.69,9.80,NA,0.00,11.21,,,,
2004,SC,Full-Service Providers,8.12,6.91,4.13,NA,0.00,6.22,,,,
2004,SD,Full-Service Providers,7.65,6.18,4.59,NA,0.00,6.44,,,,
2004,TN,Full-Service Providers,6.90,7.05,4.46,NA,11.75,6.14,,,,
2004,TX,Full-Service Providers,9.73,7.90,5.87,NA,7.02,7.95,,,,
2004,UT,Full-Service Providers,7.21,5.90,4.01,NA,6.57,5.69,,,,
2004,VA,Full-Service Providers,7.99,5.88,4.27,NA,6.25,6.43,,,,
2004,VT,Full-Service Providers,12.94,11.42,7.96,NA,0.00,11.02,,,,
2004,WA,Full-Service Providers,6.37,6.17,4.28,NA,6.44,5.80,,,,
2004,WI,Full-Service Providers,9.07,7.24,4.93,NA,0.00,6.88,,,,
2004,WV,Full-Service Providers,6.23,5.46,3.83,NA,5.70,5.13,,,,
2004,WY,Full-Service Providers,7.21,5.98,3.91,NA,0.00,4.98,,,,
2004,US-TOTAL,Full-Service Providers,8.91,8.02,5.14,NA,7.47,7.55,,,,
2004,CA,Restructured Retail Service Providers,12.55,10.21,9.08,NA,4.09,9.62,,,,
2004,CT,Restructured Retail Service Providers,11.56,9.69,7.45,NA,0.00,9.89,,,,
2004,DC,Restructured Retail Service Providers,8.28,7.55,4.87,NA,7.37,7.48,,,,
2004,DE,Restructured Retail Service Providers,0.00,7.14,6.62,NA,0.00,6.62,,,,
2004,ID,Restructured Retail Service Providers,0.00,0.00,0.01,NA,0.00,0.01,,,,
2004,IL,Restructured Retail Service Providers,0.00,5.96,4.81,NA,0.00,5.29,,,,
2004,MA,Restructured Retail Service Providers,13.12,9.91,8.52,NA,5.03,9.61,,,,
2004,MD,Restructured Retail Service Providers,8.75,7.32,6.55,NA,6.41,6.87,,,,
2004,ME,Restructured Retail Service Providers,12.23,10.21,6.66,NA,0.00,9.88,,,,
2004,MI,Restructured Retail Service Providers,9.62,7.22,5.22,NA,0.00,6.35,,,,
2004,MT,Restructured Retail Service Providers,0.00,6.05,3.81,NA,0.00,4.15,,,,
2004,NH,Restructured Retail Service Providers,0.00,8.41,7.33,NA,0.00,7.70,,,,
2004,NJ,Restructured Retail Service Providers,10.31,9.33,9.05,NA,9.11,9.24,,,,
2004,NV,Restructured Retail Service Providers,0.00,0.00,2.34,NA,0.00,2.34,,,,
2004,NY,Restructured Retail Service Providers,13.44,12.30,6.15,NA,7.42,10.60,,,,
2004,OH,Restructured Retail Service Providers,10.29,9.06,5.72,NA,0.00,8.20,,,,
2004,OR,Restructured Retail Service Providers,0.00,5.53,5.28,NA,0.00,5.48,,,,
2004,PA,Restructured Retail Service Providers,12.61,8.27,5.81,NA,9.05,8.97,,,,
2004,RI,Restructured Retail Service Providers,10.15,9.46,8.20,NA,0.00,8.93,,,,
2004,VA,Restructured Retail Service Providers,10.76,15.11,0.00,NA,0.00,10.78,,,,
2004,WA,Restructured Retail Service Providers,0.00,"1,600.00",4.64,NA,0.00,4.64,,,,
2004,US-TOTAL,Restructured Retail Service Providers,11.51,9.61,6.50,NA,6.95,8.55,,,,
2004,CA,Energy-Only Providers,6.88,5.90,5.95,NA,3.59,5.90,,,,
2004,CT,Energy-Only Providers,6.22,5.24,4.63,NA,0.00,5.46,,,,
2004,DC,Energy-Only Providers,5.67,4.54,3.64,NA,4.80,4.59,,,,
2004,DE,Energy-Only Providers,0.00,5.10,6.43,NA,0.00,6.43,,,,
2004,IL,Energy-Only Providers,0.00,4.15,3.70,NA,0.00,3.89,,,,
2004,MA,Energy-Only Providers,5.88,5.63,5.27,NA,4.35,5.53,,,,
2004,MD,Energy-Only Providers,5.59,4.93,5.45,NA,5.26,5.31,,,,
2004,ME,Energy-Only Providers,5.01,5.43,4.83,NA,0.00,5.10,,,,
2004,MI,Energy-Only Providers,6.49,5.42,4.24,NA,0.00,4.91,,,,
2004,MT,Energy-Only Providers,0.00,4.16,3.35,NA,0.00,3.47,,,,
2004,NH,Energy-Only Providers,0.00,6.17,5.00,NA,0.00,5.40,,,,
2004,NJ,Energy-Only Providers,5.79,5.58,5.54,NA,6.84,5.59,,,,
2004,NY,Energy-Only Providers,7.32,8.20,4.51,NA,5.04,7.09,,,,
2004,OH,Energy-Only Providers,4.74,4.41,3.24,NA,0.00,4.08,,,,
2004,OR,Energy-Only Providers,0.00,4.43,4.42,NA,0.00,4.43,,,,
2004,PA,Energy-Only Providers,6.18,5.58,4.65,NA,5.88,5.58,,,,
2004,RI,Energy-Only Providers,5.38,5.38,5.31,NA,0.00,5.35,,,,
2004,VA,Energy-Only Providers,6.44,6.47,0.00,NA,0.00,6.44,,,,
2004,WA,Energy-Only Providers,0.00,"1,600.00",4.27,NA,0.00,4.28,,,,
2004,US-TOTAL,Energy-Only Providers,5.50,6.02,4.60,NA,4.99,5.42,,,,
2004,CA,Delivery-Only Service,5.66,4.31,3.14,NA,0.50,3.72,,,,
2004,CT,Delivery-Only Service,5.34,4.45,2.82,NA,0.00,4.42,,,,
2004,DC,Delivery-Only Service,2.61,3.01,1.23,NA,2.57,2.89,,,,
2004,DE,Delivery-Only Service,0.00,2.04,0.19,NA,0.00,0.19,,,,
2004,ID,Delivery-Only Service,0.00,0.00,0.01,NA,0.00,0.01,,,,
2004,IL,Delivery-Only Service,0.00,1.81,1.11,NA,0.00,1.40,,,,
2004,MA,Delivery-Only Service,7.24,4.28,3.25,NA,0.67,4.08,,,,
2004,MD,Delivery-Only Service,3.16,2.40,1.10,NA,1.15,1.57,,,,
2004,ME,Delivery-Only Service,7.22,4.78,1.83,NA,0.00,4.78,,,,
2004,MI,Delivery-Only Service,3.13,1.80,0.98,NA,0.00,1.44,,,,
2004,MT,Delivery-Only Service,0.00,1.89,0.46,NA,0.00,0.68,,,,
2004,NH,Delivery-Only Service,0.00,2.24,2.33,NA,0.00,2.30,,,,
2004,NJ,Delivery-Only Service,4.52,3.75,3.51,NA,2.26,3.65,,,,
2004,NV,Delivery-Only Service,0.00,0.00,2.34,NA,0.00,2.34,,,,
2004,NY,Delivery-Only Service,6.12,4.10,1.64,NA,2.38,3.51,,,,
2004,OH,Delivery-Only Service,5.55,4.65,2.47,NA,0.00,4.12,,,,
2004,OR,Delivery-Only Service,0.00,1.10,0.86,NA,0.00,1.05,,,,
2004,PA,Delivery-Only Service,6.44,2.69,1.17,NA,3.18,3.38,,,,
2004,RI,Delivery-Only Service,4.77,4.08,2.89,NA,0.00,3.57,,,,
2004,VA,Delivery-Only Service,4.32,8.63,0.00,NA,0.00,4.35,,,,
2004,WA,Delivery-Only Service,0.00,0.00,0.37,NA,0.00,0.37,,,,
2004,US-TOTAL,Delivery-Only Service,6.00,3.59,1.90,NA,1.96,3.13,,,,
2005,AK,Total Electric Industry,13.30,11.56,9.29,NA,0.00,11.72,,,,
2005,AL,Total Electric Industry,8.00,7.50,4.52,NA,0.00,6.46,,,,
2005,AR,Total Electric Industry,8.00,6.18,4.74,NA,0.00,6.30,,,,
2005,AZ,Total Electric Industry,8.86,7.40,5.85,NA,0.00,7.79,,,,
2005,CA,Total Electric Industry,12.51,11.92,9.55,NA,6.55,11.63,,,,
2005,CO,Total Electric Industry,9.06,7.62,5.74,NA,5.01,7.64,,,,
2005,CT,Total Electric Industry,13.64,11.53,9.40,NA,8.78,12.06,,,,
2005,DC,Total Electric Industry,9.10,9.13,14.13,NA,7.37,9.18,,,,
2005,DE,Total Electric Industry,9.01,7.60,6.21,NA,0.00,7.76,,,,
2005,FL,Total Electric Industry,9.62,8.16,6.46,NA,8.03,8.76,,,,
2005,GA,Total Electric Industry,8.64,7.67,5.28,NA,5.90,7.43,,,,
2005,HI,Total Electric Industry,20.70,19.04,15.79,NA,0.00,18.33,,,,
2005,IA,Total Electric Industry,9.27,6.95,4.56,NA,0.00,6.69,,,,
2005,ID,Total Electric Industry,6.29,5.42,3.91,NA,0.00,5.12,,,,
2005,IL,Total Electric Industry,8.34,7.75,4.61,NA,5.61,6.95,,,,
2005,IN,Total Electric Industry,7.50,6.57,4.42,NA,9.14,5.88,,,,
2005,KS,Total Electric Industry,7.90,6.60,4.85,NA,0.00,6.55,,,,
2005,KY,Total Electric Industry,6.57,6.01,3.60,NA,0.00,5.01,,,,
2005,LA,Total Electric Industry,8.87,8.56,6.71,NA,7.63,8.03,,,,
2005,MA,Total Electric Industry,13.44,12.42,9.22,NA,4.80,12.18,,,,
2005,MD,Total Electric Industry,8.46,8.97,7.01,NA,7.73,8.13,,,,
2005,ME,Total Electric Industry,13.23,10.63,7.28,NA,0.00,10.57,,,,
2005,MI,Total Electric Industry,8.40,7.84,5.32,NA,13.07,7.23,,,,
2005,MN,Total Electric Industry,8.28,6.59,5.02,NA,6.21,6.61,,,,
2005,MO,Total Electric Industry,7.08,5.92,4.54,NA,4.77,6.13,,,,
2005,MS,Total Electric Industry,8.71,8.48,5.37,NA,0.00,7.54,,,,
2005,MT,Total Electric Industry,8.10,7.43,4.83,NA,0.00,6.72,,,,
2005,NC,Total Electric Industry,8.65,6.86,5.04,NA,8.33,7.19,,,,
2005,ND,Total Electric Industry,6.99,6.11,4.32,NA,0.00,5.92,,,,
2005,NE,Total Electric Industry,7.14,5.98,4.43,NA,0.00,5.87,,,,
2005,NH,Total Electric Industry,13.51,12.06,11.48,NA,0.00,12.53,,,,
2005,NJ,Total Electric Industry,11.74,10.61,9.76,NA,7.65,10.89,,,,
2005,NM,Total Electric Industry,9.13,7.81,5.61,NA,0.00,7.51,,,,
2005,NV,Total Electric Industry,10.20,9.48,7.71,NA,9.34,9.02,,,,
2005,NY,Total Electric Industry,15.72,14.36,8.23,NA,11.39,13.95,,,,
2005,OH,Total Electric Industry,8.51,7.93,5.10,NA,9.03,7.08,,,,
2005,OK,Total Electric Industry,7.95,7.00,5.11,NA,0.00,6.85,,,,
2005,OR,Total Electric Industry,7.25,6.51,4.83,NA,6.36,6.34,,,,
2005,PA,Total Electric Industry,9.86,8.50,6.29,NA,7.22,8.27,,,,
2005,RI,Total Electric Industry,13.04,11.71,10.01,NA,0.00,11.97,,,,
2005,SC,Total Electric Industry,8.67,7.39,4.55,NA,0.00,6.72,,,,
2005,SD,Total Electric Industry,7.77,6.20,4.95,NA,0.00,6.60,,,,
2005,TN,Total Electric Industry,6.98,7.17,4.73,NA,11.46,6.31,,,,
2005,TX,Total Electric Industry,10.93,8.85,7.14,NA,8.45,9.14,,,,
2005,UT,Total Electric Industry,7.52,6.07,4.24,NA,7.20,5.92,,,,
2005,VA,Total Electric Industry,8.16,6.05,4.46,NA,6.81,6.64,,,,
2005,VT,Total Electric Industry,12.96,11.33,7.77,NA,0.00,10.95,,,,
2005,WA,Total Electric Industry,6.54,6.33,4.27,NA,6.44,5.87,,,,
2005,WI,Total Electric Industry,9.66,7.67,5.39,NA,0.00,7.48,,,,
2005,WV,Total Electric Industry,6.21,5.53,3.85,NA,6.08,5.15,,,,
2005,WY,Total Electric Industry,7.48,6.17,3.99,NA,0.00,5.16,,,,
2005,US-TOTAL,Total Electric Industry,9.45,8.67,5.73,NA,8.57,8.14,,,,
2005,AK,Full-Service Providers,13.30,11.56,9.29,NA,0.00,11.72,,,,
2005,AL,Full-Service Providers,8.00,7.50,4.52,NA,0.00,6.46,,,,
2005,AR,Full-Service Providers,8.00,6.18,4.74,NA,0.00,6.30,,,,
2005,AZ,Full-Service Providers,8.86,7.40,5.85,NA,0.00,7.79,,,,
2005,CA,Full-Service Providers,12.49,11.97,9.39,NA,8.11,11.71,,,,
2005,CO,Full-Service Providers,9.06,7.62,5.74,NA,5.01,7.64,,,,
2005,CT,Full-Service Providers,13.64,11.52,9.42,NA,8.78,12.06,,,,
2005,DC,Full-Service Providers,9.09,9.21,1.15,NA,2.54,9.51,,,,
2005,DE,Full-Service Providers,9.01,7.60,6.46,NA,0.00,7.94,,,,
2005,FL,Full-Service Providers,9.62,8.16,6.46,NA,8.03,8.76,,,,
2005,GA,Full-Service Providers,8.64,7.67,5.28,NA,5.90,7.43,,,,
2005,HI,Full-Service Providers,20.70,19.04,15.79,NA,0.00,18.33,,,,
2005,IA,Full-Service Providers,9.27,6.95,4.56,NA,0.00,6.69,,,,
2005,ID,Full-Service Providers,6.29,5.42,3.91,NA,0.00,5.12,,,,
2005,IL,Full-Service Providers,8.34,8.41,4.60,NA,5.61,7.37,,,,
2005,IN,Full-Service Providers,7.50,6.57,4.42,NA,9.14,5.88,,,,
2005,KS,Full-Service Providers,7.90,6.60,4.85,NA,0.00,6.55,,,,
2005,KY,Full-Service Providers,6.57,6.01,3.60,NA,0.00,5.01,,,,
2005,LA,Full-Service Providers,8.87,8.56,6.71,NA,7.63,8.03,,,,
2005,MA,Full-Service Providers,13.25,13.10,9.00,NA,4.05,12.44,,,,
2005,MD,Full-Service Providers,8.44,9.19,6.72,NA,0.00,8.31,,,,
2005,ME,Full-Service Providers,9.20,8.33,4.80,NA,0.00,6.19,,,,
2005,MI,Full-Service Providers,8.40,7.87,5.33,NA,13.07,7.30,,,,
2005,MN,Full-Service Providers,8.28,6.59,5.02,NA,6.21,6.61,,,,
2005,MO,Full-Service Providers,7.08,5.92,4.54,NA,4.77,6.13,,,,
2005,MS,Full-Service Providers,8.71,8.48,5.37,NA,0.00,7.54,,,,
2005,MT,Full-Service Providers,8.10,7.43,5.44,NA,0.00,7.33,,,,
2005,NC,Full-Service Providers,8.65,6.86,5.04,NA,8.33,7.19,,,,
2005,ND,Full-Service Providers,6.99,6.11,4.32,NA,0.00,5.92,,,,
2005,NE,Full-Service Providers,7.14,5.98,4.43,NA,0.00,5.87,,,,
2005,NH,Full-Service Providers,13.51,12.06,11.61,NA,0.00,12.56,,,,
2005,NJ,Full-Service Providers,11.74,10.54,8.81,NA,3.31,10.95,,,,
2005,NM,Full-Service Providers,9.13,7.81,5.61,NA,0.00,7.51,,,,
2005,NV,Full-Service Providers,10.20,9.48,7.72,NA,9.34,9.03,,,,
2005,NY,Full-Service Providers,15.86,15.38,9.80,NA,13.47,15.18,,,,
2005,OH,Full-Service Providers,8.19,7.54,4.94,NA,9.03,6.78,,,,
2005,OK,Full-Service Providers,7.95,7.00,5.11,NA,0.00,6.85,,,,
2005,OR,Full-Service Providers,7.25,6.49,4.63,NA,6.36,6.32,,,,
2005,PA,Full-Service Providers,9.81,8.50,6.31,NA,7.22,8.29,,,,
2005,RI,Full-Service Providers,13.04,11.88,10.00,NA,0.00,12.12,,,,
2005,SC,Full-Service Providers,8.67,7.39,4.55,NA,0.00,6.72,,,,
2005,SD,Full-Service Providers,7.77,6.20,4.95,NA,0.00,6.60,,,,
2005,TN,Full-Service Providers,6.98,7.17,4.73,NA,11.46,6.31,,,,
2005,TX,Full-Service Providers,10.93,8.85,7.14,NA,8.45,9.14,,,,
2005,UT,Full-Service Providers,7.52,6.07,4.24,NA,7.20,5.92,,,,
2005,VA,Full-Service Providers,8.16,6.05,4.46,NA,6.81,6.64,,,,
2005,VT,Full-Service Providers,12.96,11.33,7.77,NA,0.00,10.95,,,,
2005,WA,Full-Service Providers,6.54,6.33,4.13,NA,6.44,5.87,,,,
2005,WI,Full-Service Providers,9.66,7.67,5.39,NA,0.00,7.48,,,,
2005,WV,Full-Service Providers,6.21,5.53,3.85,NA,6.08,5.15,,,,
2005,WY,Full-Service Providers,7.48,6.17,3.99,NA,0.00,5.16,,,,
2005,US-TOTAL,Full-Service Providers,9.40,8.46,5.61,NA,7.45,8.05,,,,
2005,CA,Restructured Retail Service Providers,16.93,11.45,10.15,NA,4.45,10.82,,,,
2005,CT,Restructured Retail Service Providers,13.65,11.59,8.17,NA,0.00,12.24,,,,
2005,DC,Restructured Retail Service Providers,9.50,9.08,8.00,NA,7.82,8.96,,,,
2005,DE,Restructured Retail Service Providers,0.00,7.51,5.59,NA,0.00,5.59,,,,
2005,IL,Restructured Retail Service Providers,0.00,5.87,4.63,NA,0.00,5.20,,,,
2005,MA,Restructured Retail Service Providers,15.49,11.48,9.77,NA,5.15,11.52,,,,
2005,MD,Restructured Retail Service Providers,9.43,8.50,7.23,NA,7.73,7.68,,,,
2005,ME,Restructured Retail Service Providers,13.31,10.65,7.45,NA,0.00,10.71,,,,
2005,MI,Restructured Retail Service Providers,9.66,7.71,5.26,NA,0.00,6.69,,,,
2005,MT,Restructured Retail Service Providers,0.00,5.33,4.42,NA,0.00,4.42,,,,
2005,NH,Restructured Retail Service Providers,0.00,11.85,8.79,NA,0.00,9.30,,,,
2005,NJ,Restructured Retail Service Providers,12.19,10.84,10.43,NA,10.04,10.66,,,,
2005,NV,Restructured Retail Service Providers,0.00,0.00,7.19,NA,0.00,7.19,,,,
2005,NY,Restructured Retail Service Providers,13.63,13.34,7.33,NA,11.15,11.91,,,,
2005,OH,Restructured Retail Service Providers,10.43,9.32,6.02,NA,0.00,8.55,,,,
2005,OR,Restructured Retail Service Providers,0.00,6.95,6.92,NA,0.00,6.93,,,,
2005,PA,Restructured Retail Service Providers,11.85,8.50,6.08,NA,7.26,8.03,,,,
2005,RI,Restructured Retail Service Providers,0.00,10.99,10.04,NA,0.00,10.78,,,,
2005,VA,Restructured Retail Service Providers,10.03,11.56,0.00,NA,0.00,10.04,,,,
2005,WA,Restructured Retail Service Providers,0.00,4.92,5.64,NA,0.00,5.62,,,,
2005,US-TOTAL,Restructured Retail Service Providers,12.26,10.60,7.08,NA,9.47,9.39,,,,
2005,CA,Energy-Only Providers,9.52,6.83,6.68,NA,3.95,6.75,,,,
2005,CT,Energy-Only Providers,7.44,6.57,5.46,NA,0.00,6.87,,,,
2005,DC,Energy-Only Providers,7.02,6.13,6.87,NA,5.28,6.16,,,,
2005,DE,Energy-Only Providers,0.00,5.53,5.40,NA,0.00,5.40,,,,
2005,IL,Energy-Only Providers,0.00,4.21,3.74,NA,0.00,3.95,,,,
2005,MA,Energy-Only Providers,7.54,6.90,6.36,NA,4.41,6.84,,,,
2005,MD,Energy-Only Providers,6.26,6.39,6.07,NA,6.54,6.18,,,,
