Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
uu,11082329,2,"Tuesday, November  8, 2011 23:29:44 UTC",39.4407,-111.2335,1.1,3.20, 6,"Utah"
uu,11082325,2,"Tuesday, November  8, 2011 23:25:18 UTC",39.4297,-111.2290,1.5,8.60, 6,"Utah"
ak,10351122,2,"Tuesday, November  8, 2011 23:24:07 UTC",64.9505,-148.8762,1.6,15.50,10,"Central Alaska"
nc,71678071,2,"Tuesday, November  8, 2011 23:17:52 UTC",36.8840,-121.5990,1.4,5.00,22,"Central California"
ak,10351118,2,"Tuesday, November  8, 2011 23:15:47 UTC",64.9335,-148.9023,1.3,11.60, 9,"Central Alaska"
ci,15073772,2,"Tuesday, November  8, 2011 23:10:29 UTC",35.6837,-118.0725,1.2,10.50,30,"Central California"
ci,15073764,4,"Tuesday, November  8, 2011 22:54:40 UTC",34.6935,-120.2843,2.6,2.80,42,"Central California"
us,b0006m82,6,"Tuesday, November  8, 2011 22:45:08 UTC",36.9797,141.5193,5.0,35.00,19,"near the east coast of Honshu, Japan"
ak,10353727,2,"Tuesday, November  8, 2011 22:44:14 UTC",61.0299,-143.6361,1.2,8.80, 8,"Southern Alaska"
ci,15073756,2,"Tuesday, November  8, 2011 22:31:58 UTC",34.6283,-117.1092,1.2,7.00,30,"Southern California"
uu,11082226,2,"Tuesday, November  8, 2011 22:26:40 UTC",38.1810,-110.8198,2.0,6.90, 7,"Utah"
uu,11082227,2,"Tuesday, November  8, 2011 22:26:04 UTC",39.3842,-111.2153,1.6,13.70, 7,"Utah"
nn,00354642,8,"Tuesday, November  8, 2011 22:13:28 UTC",38.3364,-118.7515,1.9,10.70,14,"Nevada"
nc,71678036,2,"Tuesday, November  8, 2011 22:12:15 UTC",36.4612,-121.0420,1.6,5.90,33,"Central California"
us,b0006m6u,5,"Tuesday, November  8, 2011 22:06:11 UTC",-24.4295,-67.0493,4.4,142.60,30,"Salta, Argentina"
us,b0006m6x,8,"Tuesday, November  8, 2011 22:05:51 UTC",38.7143,43.1330,5.6,9.40,321,"eastern Turkey"
nc,71678031,3,"Tuesday, November  8, 2011 21:55:05 UTC",38.5418,-119.5075,1.6,7.80,14,"Central California"
nn,00354622,8,"Tuesday, November  8, 2011 21:34:50 UTC",38.5459,-119.5072,1.1,7.20,10,"Central California"
ak,10350892,2,"Tuesday, November  8, 2011 21:33:17 UTC",61.6587,-150.1113,1.8,43.20,21,"Southern Alaska"
ak,10350887,2,"Tuesday, November  8, 2011 21:16:56 UTC",62.5288,-151.1838,1.5,87.80,11,"Central Alaska"
uu,11082116,2,"Tuesday, November  8, 2011 21:16:31 UTC",39.4337,-111.2407,1.1,2.90, 6,"Utah"
ci,15073740,2,"Tuesday, November  8, 2011 21:09:24 UTC",32.7948,-116.1403,1.3,7.70,59,"Southern California"
uu,11082108,2,"Tuesday, November  8, 2011 21:08:58 UTC",39.4205,-111.2263,1.2,7.10, 6,"Utah"
ak,10353708,2,"Tuesday, November  8, 2011 20:20:41 UTC",54.8350,-160.7508,1.8,18.90, 5,"Alaska Peninsula"
ak,10353707,2,"Tuesday, November  8, 2011 20:09:42 UTC",63.3033,-150.5122,1.3,121.00, 7,"Central Alaska"
us,b0006m52,3,"Tuesday, November  8, 2011 20:07:48 UTC",28.1075,142.8869,4.9,34.40,24,"Bonin Islands, Japan region"
uu,11081949,2,"Tuesday, November  8, 2011 19:49:05 UTC",39.4405,-111.2190,1.5,5.70, 7,"Utah"
nc,71677926,3,"Tuesday, November  8, 2011 19:47:27 UTC",38.8182,-122.7868,1.9,2.40,61,"Northern California"
ak,10350853,2,"Tuesday, November  8, 2011 19:46:05 UTC",60.5228,-150.8136,1.6,24.90,10,"Kenai Peninsula, Alaska"
ci,15073708,2,"Tuesday, November  8, 2011 19:45:06 UTC",33.1750,-115.7093,1.8,3.60,13,"Southern California"
nc,71677916,3,"Tuesday, November  8, 2011 19:43:27 UTC",38.8182,-122.7875,1.8,2.40,58,"Northern California"
nc,71677896,2,"Tuesday, November  8, 2011 19:38:06 UTC",38.8192,-122.7878,1.9,2.40,58,"Northern California"
nc,71677851,5,"Tuesday, November  8, 2011 19:34:30 UTC",38.8168,-122.7870,1.7,2.40,26,"Northern California"
nc,71677856,2,"Tuesday, November  8, 2011 19:33:48 UTC",38.8198,-122.7888,1.6,2.60,39,"Northern California"
uu,11081933,2,"Tuesday, November  8, 2011 19:33:16 UTC",39.4333,-111.2377,1.4,2.40, 8,"Utah"
nc,71057809,2,"Tuesday, November  8, 2011 19:32:44 UTC",38.8185,-122.7862,3.0,2.40,37,"Northern California"
nc,71677841,5,"Tuesday, November  8, 2011 19:32:37 UTC",38.8163,-122.7867,2.8,2.50,89,"Northern California"
uu,11081915,2,"Tuesday, November  8, 2011 19:15:26 UTC",39.4363,-111.2102,1.5,2.90, 8,"Utah"
nc,71677826,4,"Tuesday, November  8, 2011 19:06:54 UTC",41.0408,-125.3978,2.8,23.10,46,"offshore Northern California"
us,b0006m2q,5,"Tuesday, November  8, 2011 19:05:17 UTC",35.5355,-96.7967,3.6,5.10,45,"Oklahoma"
nc,71677821,2,"Tuesday, November  8, 2011 18:57:09 UTC",35.6370,-120.9363,1.1,5.50,26,"Central California"
nc,71677816,0,"Tuesday, November  8, 2011 18:54:31 UTC",38.3712,-121.8550,1.7,8.60, 7,"Northern California"
ci,15073692,3,"Tuesday, November  8, 2011 18:27:32 UTC",32.9133,-116.3578,3.0,11.10,137,"Southern California"
ci,15073676,2,"Tuesday, November  8, 2011 18:06:56 UTC",34.0075,-116.8238,1.2,14.00,57,"Southern California"
nc,71677756,2,"Tuesday, November  8, 2011 17:51:54 UTC",37.4760,-118.8425,1.6,8.40,37,"Central California"
ak,10350736,2,"Tuesday, November  8, 2011 17:23:21 UTC",63.9472,-148.8460,1.5,0.00, 9,"Central Alaska"
us,b0006lzv,7,"Tuesday, November  8, 2011 17:18:11 UTC",-34.1380,-72.0621,5.3,11.00,236,"offshore Libertador O'Higgins, Chile"
uu,11081654,2,"Tuesday, November  8, 2011 16:54:01 UTC",39.4418,-111.2232,1.7,2.70, 7,"Utah"
nc,71677711,2,"Tuesday, November  8, 2011 16:32:51 UTC",39.2123,-120.0720,1.1,5.60,15,"Northern California"
ak,10353703,2,"Tuesday, November  8, 2011 16:28:21 UTC",58.9181,-154.3988,2.3,120.90,15,"Alaska Peninsula"
ak,10353702,2,"Tuesday, November  8, 2011 16:15:48 UTC",63.2540,-151.2393,1.1,10.00, 8,"Central Alaska"
ci,15073612,2,"Tuesday, November  8, 2011 15:54:33 UTC",32.6297,-115.6970,2.3,7.80,30,"Baja California, Mexico"
nc,71677676,2,"Tuesday, November  8, 2011 15:40:32 UTC",39.5733,-120.3765,1.5,33.40,19,"Northern California"
nn,00354522,8,"Tuesday, November  8, 2011 15:21:29 UTC",37.4602,-117.4005,1.5,7.80,14,"Nevada"
nc,71677666,2,"Tuesday, November  8, 2011 15:15:55 UTC",39.5830,-120.3842,1.8,31.60,19,"Northern California"
uu,11081508,2,"Tuesday, November  8, 2011 15:08:44 UTC",39.4383,-111.2293,1.7,2.50, 8,"Utah"
ak,10350704,2,"Tuesday, November  8, 2011 15:08:05 UTC",56.6682,-151.9948,3.0,10.00,19,"Kodiak Island region, Alaska"
nc,71677651,3,"Tuesday, November  8, 2011 14:53:00 UTC",38.8078,-122.8087,1.6,2.60,61,"Northern California"
ak,10350699,2,"Tuesday, November  8, 2011 14:48:21 UTC",53.5730,-164.5836,2.2,54.80,14,"Unimak Island region, Alaska"
nn,00354512,8,"Tuesday, November  8, 2011 14:43:50 UTC",37.4634,-117.3995,1.6,6.90,15,"Nevada"
uu,11081440,2,"Tuesday, November  8, 2011 14:40:56 UTC",44.6317,-110.1373,1.1,1.20, 7,"Yellowstone National Park, Wyoming"
ak,10350696,2,"Tuesday, November  8, 2011 14:39:00 UTC",61.0026,-146.4746,1.2,17.30, 9,"Southern Alaska"
us,2011taa4,7,"Tuesday, November  8, 2011 14:35:37 UTC",38.6681,43.5749,4.5,6.00,29,"eastern Turkey"
ak,10353698,2,"Tuesday, November  8, 2011 14:21:04 UTC",54.2788,-162.6104,2.2,13.10,11,"Alaska Peninsula"
nc,71677616,3,"Tuesday, November  8, 2011 14:04:56 UTC",38.8148,-122.8183,2.4,3.10,83,"Northern California"
ci,15073588,2,"Tuesday, November  8, 2011 13:57:02 UTC",32.6588,-115.8260,1.5,11.10,26,"Southern California"
ci,15073580,2,"Tuesday, November  8, 2011 13:56:22 UTC",33.3160,-116.2452,1.0,4.50,43,"Southern California"
ak,10353697,2,"Tuesday, November  8, 2011 13:55:23 UTC",61.5403,-151.2439,1.6,63.40,12,"Southern Alaska"
nc,71677611,2,"Tuesday, November  8, 2011 13:45:04 UTC",39.5802,-120.3848,1.5,32.50,15,"Northern California"
hv,60281626,1,"Tuesday, November  8, 2011 13:42:39 UTC",19.2330,-155.3900,1.9,32.70,28,"Island of Hawaii, Hawaii"
uu,00008414,1,"Tuesday, November  8, 2011 13:40:30 UTC",44.7970,-111.2097,2.5,10.50,26,"western Montana"
uw,11081309,1,"Tuesday, November  8, 2011 13:09:42 UTC",45.3045,-121.6806,1.9,7.50,14,"Mount Hood area, Oregon"
nn,00354493,8,"Tuesday, November  8, 2011 12:48:48 UTC",37.4469,-117.4048,1.7,11.40,16,"Nevada"
uu,11081236,2,"Tuesday, November  8, 2011 12:36:18 UTC",39.4375,-111.2312,1.4,2.70, 8,"Utah"
us,b0006lvj,6,"Tuesday, November  8, 2011 12:36:15 UTC",-25.3012,179.6340,4.4,498.10,56,"south of the Fiji Islands"
ak,10350674,2,"Tuesday, November  8, 2011 12:00:27 UTC",61.9894,-148.4973,2.0,35.40,31,"Southern Alaska"
nc,71677591,3,"Tuesday, November  8, 2011 11:56:44 UTC",37.5753,-121.9732,2.8,9.60,152,"San Francisco Bay area, California"
ak,10353694,2,"Tuesday, November  8, 2011 11:30:35 UTC",53.2687,-166.8430,1.5,27.50, 7,"Fox Islands, Aleutian Islands, Alaska"
ak,10350668,2,"Tuesday, November  8, 2011 11:28:53 UTC",62.4385,-147.9484,1.4,14.00,12,"Central Alaska"
nc,71677576,2,"Tuesday, November  8, 2011 11:21:47 UTC",39.5817,-120.3855,1.2,32.00,12,"Northern California"
ak,10353692,2,"Tuesday, November  8, 2011 11:10:54 UTC",61.8945,-148.1663,1.0,40.20, 5,"Southern Alaska"
ci,15073556,2,"Tuesday, November  8, 2011 11:10:51 UTC",34.0292,-116.5380,1.7,10.00,67,"Southern California"
ak,10350662,3,"Tuesday, November  8, 2011 10:52:44 UTC",54.6616,-161.6670,2.2,43.70,12,"Alaska Peninsula"
ci,15073548,2,"Tuesday, November  8, 2011 10:49:09 UTC",34.0355,-117.2673,1.2,18.30,20,"Greater Los Angeles area, California"
us,b0006lub,2,"Tuesday, November  8, 2011 10:34:11 UTC",19.1096,146.0634,4.7,231.10,15,"Mariana Islands region"
nc,71677551,3,"Tuesday, November  8, 2011 10:34:06 UTC",39.7233,-123.5045,1.2,10.40,13,"Northern California"
uw,11081029,1,"Tuesday, November  8, 2011 10:29:04 UTC",47.8318,-121.9486,1.7,14.10,27,"Puget Sound region, Washington"
ak,10353690,2,"Tuesday, November  8, 2011 10:18:27 UTC",62.6878,-151.1172,1.4,90.00, 9,"Central Alaska"
us,b0006lu0,5,"Tuesday, November  8, 2011 10:17:27 UTC",-17.8700,-178.6485,4.1,563.20,67,"Fiji region"
ak,10353689,2,"Tuesday, November  8, 2011 10:14:26 UTC",59.5024,-152.7940,1.9,70.00, 9,"Southern Alaska"
uu,11081012,2,"Tuesday, November  8, 2011 10:12:37 UTC",44.8528,-110.6523,1.5,7.30,13,"Yellowstone National Park, Wyoming"
nc,71677536,2,"Tuesday, November  8, 2011 10:09:23 UTC",39.5870,-120.3758,1.2,32.00,12,"Northern California"
ak,10350643,3,"Tuesday, November  8, 2011 09:47:18 UTC",60.3700,-153.0259,4.1,136.00,92,"Southern Alaska"
ak,10350642,2,"Tuesday, November  8, 2011 09:44:34 UTC",60.4464,-152.3011,1.7,86.40,12,"Southern Alaska"
ak,10353686,2,"Tuesday, November  8, 2011 09:40:20 UTC",59.5317,-152.9634,1.7,86.00,12,"Southern Alaska"
nc,71677526,4,"Tuesday, November  8, 2011 09:38:19 UTC",39.7232,-123.4988,1.9,10.40,25,"Northern California"
nc,71677521,4,"Tuesday, November  8, 2011 09:36:41 UTC",39.7218,-123.4965,1.9,9.60,25,"Northern California"
ci,15073532,2,"Tuesday, November  8, 2011 09:31:50 UTC",32.9965,-116.3927,1.0,11.30,39,"Southern California"
ak,10353685,2,"Tuesday, November  8, 2011 09:28:57 UTC",51.9421,-171.7141,2.7,41.40, 6,"Fox Islands, Aleutian Islands, Alaska"
uu,11080928,2,"Tuesday, November  8, 2011 09:28:42 UTC",39.4390,-111.2298,1.3,2.30, 8,"Utah"
mb,11158292,2,"Tuesday, November  8, 2011 09:26:06 UTC",45.9495,-112.2041,1.4,10.50,15,"western Montana"
ak,10350636,2,"Tuesday, November  8, 2011 09:25:19 UTC",61.6066,-150.9472,2.2,73.60,24,"Southern Alaska"
ak,10353683,2,"Tuesday, November  8, 2011 09:22:48 UTC",53.3976,-167.4579,1.6,37.30, 6,"Fox Islands, Aleutian Islands, Alaska"
us,b0006lt2,6,"Tuesday, November  8, 2011 09:11:11 UTC",8.1757,-103.3217,4.7,10.10,124,"northern East Pacific Rise"
ak,10353682,2,"Tuesday, November  8, 2011 08:56:31 UTC",51.4876,-177.1084,1.9,13.20, 5,"Andreanof Islands, Aleutian Islands, Alaska"
mb,11632141,2,"Tuesday, November  8, 2011 08:50:06 UTC",44.5078,-113.9991,1.6,9.20,10,"southern Idaho"
us,b0006lsn,7,"Tuesday, November  8, 2011 08:36:10 UTC",18.8278,-103.8956,4.2,18.80,37,"Colima, Mexico"
us,b0006lsp,5,"Tuesday, November  8, 2011 08:35:00 UTC",37.5641,144.0514,5.0,36.10,37,"off the east coast of Honshu, Japan"
ci,15073524,2,"Tuesday, November  8, 2011 08:31:15 UTC",33.6947,-116.7023,1.0,18.60,61,"Southern California"
nc,71677506,3,"Tuesday, November  8, 2011 08:29:01 UTC",39.5813,-120.3860,1.5,32.30,16,"Northern California"
nc,71677496,2,"Tuesday, November  8, 2011 07:51:17 UTC",37.4762,-121.8107,1.0,7.60,27,"San Francisco Bay area, California"
ci,15073508,2,"Tuesday, November  8, 2011 07:49:52 UTC",36.2093,-118.2222,1.1,5.60,20,"Central California"
uu,11080732,2,"Tuesday, November  8, 2011 07:32:40 UTC",39.4363,-111.2298,1.4,2.50, 8,"Utah"
nn,00354470,8,"Tuesday, November  8, 2011 07:16:33 UTC",38.7566,-119.6747,1.0,5.00, 8,"Northern California"
ci,15073492,2,"Tuesday, November  8, 2011 06:55:32 UTC",32.9030,-116.2298,1.2,6.40,37,"Southern California"
ak,10350614,2,"Tuesday, November  8, 2011 06:49:16 UTC",62.3525,-148.7898,2.9,13.00,43,"Central Alaska"
ak,10350611,2,"Tuesday, November  8, 2011 06:45:07 UTC",63.0495,-149.5956,1.8,86.60,20,"Central Alaska"
ak,10350609,2,"Tuesday, November  8, 2011 06:35:04 UTC",51.5169,-176.1584,2.4,25.70, 9,"Andreanof Islands, Aleutian Islands, Alaska"
nn,00354469,8,"Tuesday, November  8, 2011 06:30:36 UTC",37.4569,-117.4008,1.0,8.40,13,"Nevada"
ak,10350605,2,"Tuesday, November  8, 2011 06:12:40 UTC",53.3393,-167.3589,1.8,26.60,10,"Fox Islands, Aleutian Islands, Alaska"
us,b0006ls0,5,"Tuesday, November  8, 2011 06:11:48 UTC",-10.6564,166.0372,4.5,186.50,62,"Santa Cruz Islands"
ak,10350603,3,"Tuesday, November  8, 2011 06:05:29 UTC",58.6064,-137.7010,2.3,13.30,11,"Southeastern Alaska"
ak,10350601,2,"Tuesday, November  8, 2011 05:53:49 UTC",62.0515,-150.3557,1.6,53.20,17,"Central Alaska"
ak,10353673,2,"Tuesday, November  8, 2011 05:45:15 UTC",63.3257,-144.9411,1.0,10.50, 7,"Central Alaska"
ak,10350597,3,"Tuesday, November  8, 2011 05:34:32 UTC",61.4850,-148.8982,1.1,39.80, 6,"Southern Alaska"
ak,10350594,2,"Tuesday, November  8, 2011 05:30:05 UTC",60.3984,-150.7580,1.9,71.10,22,"Kenai Peninsula, Alaska"
uu,11080524,2,"Tuesday, November  8, 2011 05:24:12 UTC",39.4388,-111.2292,1.4,2.30, 8,"Utah"
ak,10350587,3,"Tuesday, November  8, 2011 04:52:44 UTC",51.8861,-174.6372,2.5,51.10,10,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71677446,3,"Tuesday, November  8, 2011 04:52:42 UTC",38.7798,-122.7152,2.1,2.50,72,"Northern California"
ak,10353668,2,"Tuesday, November  8, 2011 04:47:35 UTC",60.1443,-152.6072,2.1,106.30,16,"Southern Alaska"
ak,10350584,2,"Tuesday, November  8, 2011 04:34:36 UTC",59.8175,-151.8068,1.9,51.10,14,"Kenai Peninsula, Alaska"
uu,11080403,2,"Tuesday, November  8, 2011 04:03:30 UTC",39.4377,-111.2275,1.4,2.50, 7,"Utah"
ci,15073436,2,"Tuesday, November  8, 2011 03:59:12 UTC",34.5830,-116.2688,1.4,11.20,27,"Southern California"
ci,15073420,2,"Tuesday, November  8, 2011 03:34:59 UTC",33.4752,-116.5947,1.5,10.80,76,"Southern California"
nn,00354464,8,"Tuesday, November  8, 2011 03:34:19 UTC",37.4659,-117.4030,1.2,6.60,12,"Nevada"
ak,10350575,3,"Tuesday, November  8, 2011 03:29:37 UTC",52.1282,-171.6897,3.3,41.70,11,"Fox Islands, Aleutian Islands, Alaska"
ak,10353664,2,"Tuesday, November  8, 2011 03:27:05 UTC",65.5564,-144.4242,1.4,48.10, 5,"northern Alaska"
us,b0006lpu,4,"Tuesday, November  8, 2011 03:13:53 UTC",31.3945,142.2260,5.2,35.90,81,"Izu Islands, Japan region"
pr,11312000,0,"Tuesday, November  8, 2011 03:02:40 UTC",18.9050,-68.8410,3.8,93.90,12,"Dominican Republic"
us,b0006lpm,6,"Tuesday, November  8, 2011 02:59:06 UTC",27.2911,125.8676,6.9,209.50,81,"northeast of Taiwan"
ak,10353663,2,"Tuesday, November  8, 2011 02:52:22 UTC",58.0939,-153.0728,1.9,47.00, 8,"Kodiak Island region, Alaska"
ak,10353661,2,"Tuesday, November  8, 2011 02:51:08 UTC",49.6745,-179.8840,3.1,49.40,10,"south of the Aleutian Islands"
ak,10353662,2,"Tuesday, November  8, 2011 02:51:08 UTC",59.2790,-138.8964,1.8,2.20, 7,"Southeastern Alaska"
us,b0006lpf,9,"Tuesday, November  8, 2011 02:46:57 UTC",35.5414,-96.7537,4.7,5.00,129,"Oklahoma"
ak,10353659,2,"Tuesday, November  8, 2011 02:42:27 UTC",62.3115,-149.6265,1.5,52.20,10,"Central Alaska"
us,b0006lpe,7,"Tuesday, November  8, 2011 02:41:52 UTC",-9.4085,122.6630,5.1,79.80,65,"Savu Sea"
uu,11080241,2,"Tuesday, November  8, 2011 02:41:46 UTC",39.2697,-111.6148,1.3,6.00, 5,"Utah"
uu,11080233,2,"Tuesday, November  8, 2011 02:33:04 UTC",39.4358,-111.2300,1.5,2.40, 7,"Utah"
nn,00354450,8,"Tuesday, November  8, 2011 02:25:47 UTC",37.4625,-117.3993,1.8,8.00,15,"Nevada"
uu,11080156,2,"Tuesday, November  8, 2011 01:56:59 UTC",39.4343,-111.2227,1.5,5.10, 6,"Utah"
nc,71677376,2,"Tuesday, November  8, 2011 01:56:45 UTC",36.5567,-121.1533,1.2,8.00,22,"Central California"
nc,71677371,2,"Tuesday, November  8, 2011 01:56:25 UTC",36.5572,-121.1542,1.1,7.60,25,"Central California"
uw,11080155,1,"Tuesday, November  8, 2011 01:55:19 UTC",47.0924,-122.0911,1.5,8.50,16,"Puget Sound region, Washington"
ci,15073388,2,"Tuesday, November  8, 2011 01:40:02 UTC",33.9623,-117.1630,1.9,16.90,138,"Greater Los Angeles area, California"
ak,10353658,2,"Tuesday, November  8, 2011 01:39:34 UTC",59.5451,-152.6856,2.0,77.80,11,"Southern Alaska"
us,b0006ls1,5,"Tuesday, November  8, 2011 01:37:26 UTC",26.6693,127.8399,4.6,53.10,32,"Ryukyu Islands, Japan"
se,110811a,A,"Tuesday, November  8, 2011 01:36:48 UTC",35.5638,-83.9455,2.0,21.20,14,"eastern Tennessee"
uu,11080136,2,"Tuesday, November  8, 2011 01:36:39 UTC",39.4378,-111.2127,1.3,3.00, 8,"Utah"
ak,10350506,2,"Tuesday, November  8, 2011 01:27:06 UTC",62.9261,-151.1702,1.9,115.40,21,"Central Alaska"
uu,11080118,2,"Tuesday, November  8, 2011 01:18:44 UTC",39.4208,-111.2250,1.4,6.60, 7,"Utah"
ak,10353655,2,"Tuesday, November  8, 2011 01:05:45 UTC",63.9821,-154.0256,1.3,13.60, 5,"Central Alaska"
uw,11080100,1,"Tuesday, November  8, 2011 01:00:33 UTC",46.1921,-122.1816,1.4,0.70, 8,"Mount St. Helens area, Washington"
nn,00354444,8,"Tuesday, November  8, 2011 00:48:46 UTC",38.8971,-118.7693,1.7,10.60,13,"Nevada"
ci,15073380,2,"Tuesday, November  8, 2011 00:48:09 UTC",32.1815,-115.2970,2.1,10.00,13,"Baja California, Mexico"
uu,11080044,2,"Tuesday, November  8, 2011 00:44:06 UTC",39.4367,-111.2312,1.5,3.00, 8,"Utah"
ci,15073356,2,"Tuesday, November  8, 2011 00:27:37 UTC",33.5470,-116.9572,1.3,12.80,82,"Southern California"
ci,15073364,6,"Tuesday, November  8, 2011 00:25:09 UTC",35.0442,-117.6730,1.5,7.00,20,"Southern California"
uu,11080013,2,"Tuesday, November  8, 2011 00:13:18 UTC",39.4368,-111.2302,1.3,2.50, 8,"Utah"
ak,10353653,2,"Tuesday, November  8, 2011 00:08:19 UTC",61.6169,-152.4179,1.2,1.80, 7,"Southern Alaska"
ak,10350425,2,"Tuesday, November  8, 2011 00:03:42 UTC",58.9504,-152.4002,1.9,46.40,12,"Kodiak Island region, Alaska"
uu,11072356,2,"Monday, November  7, 2011 23:56:28 UTC",39.3912,-111.2283,1.5,9.50, 7,"Utah"
ak,10350322,2,"Monday, November  7, 2011 23:32:10 UTC",63.1804,-152.0806,1.2,2.40,11,"Central Alaska"
nc,71677341,0,"Monday, November  7, 2011 23:27:10 UTC",38.8195,-122.8025,1.0,2.30,22,"Northern California"
ci,15073332,2,"Monday, November  7, 2011 23:23:42 UTC",34.1650,-116.8117,1.2,8.60,71,"Southern California"
nc,71677336,2,"Monday, November  7, 2011 23:21:33 UTC",38.9162,-122.5292,1.0,10.80,10,"Northern California"
nc,71677331,3,"Monday, November  7, 2011 23:17:03 UTC",38.8098,-122.7590,1.4,1.30,42,"Northern California"
ak,10351829,2,"Monday, November  7, 2011 23:06:19 UTC",51.9193,-171.7752,3.1,52.40, 9,"Fox Islands, Aleutian Islands, Alaska"
ci,15073324,3,"Monday, November  7, 2011 22:54:06 UTC",34.8338,-118.9680,1.9,15.70,43,"Central California"
us,b0006lgg,9,"Monday, November  7, 2011 22:35:27 UTC",11.6290,-85.8025,5.9,183.40,376,"Nicaragua"
ak,10351828,2,"Monday, November  7, 2011 22:26:51 UTC",60.0823,-151.1820,1.9,52.50,18,"Kenai Peninsula, Alaska"
ak,10350279,2,"Monday, November  7, 2011 22:22:59 UTC",62.2586,-145.7493,1.5,14.10, 8,"Central Alaska"
us,b0006lg7,5,"Monday, November  7, 2011 22:14:16 UTC",38.7653,43.4101,4.5,10.00,39,"eastern Turkey"
ci,15073292,2,"Monday, November  7, 2011 22:11:49 UTC",33.9730,-117.1473,1.3,15.50,51,"Greater Los Angeles area, California"
uu,11072206,2,"Monday, November  7, 2011 22:06:05 UTC",39.4067,-111.2172,1.0,12.30, 5,"Utah"
us,b0006lfs,4,"Monday, November  7, 2011 22:04:28 UTC",-7.9378,117.3268,4.6,11.70,26,"Bali Sea"
ak,10350264,2,"Monday, November  7, 2011 21:59:46 UTC",58.4251,-152.4626,2.8,45.80,58,"Kodiak Island region, Alaska"
ci,15073284,2,"Monday, November  7, 2011 21:52:16 UTC",33.0498,-116.4452,1.4,5.70,52,"Southern California"
ak,10350257,2,"Monday, November  7, 2011 21:37:58 UTC",63.4636,-151.3105,1.5,6.30,14,"Central Alaska"
nm,111011b,A,"Monday, November  7, 2011 21:29:27 UTC",36.6495,-89.5440,1.6,8.80,21,"southeastern Missouri"
ci,15073236,2,"Monday, November  7, 2011 20:47:17 UTC",33.2430,-115.5613,1.5,8.40, 9,"Southern California"
ci,15073228,2,"Monday, November  7, 2011 20:40:45 UTC",33.4955,-116.5717,1.0,8.70,41,"Southern California"
nc,71677251,2,"Monday, November  7, 2011 20:25:43 UTC",38.8128,-122.7428,1.2,2.70,44,"Northern California"
ak,10350233,2,"Monday, November  7, 2011 20:14:49 UTC",52.3365,-169.0596,3.2,22.10,10,"Fox Islands, Aleutian Islands, Alaska"
ci,15073220,4,"Monday, November  7, 2011 20:10:16 UTC",33.2487,-116.4178,1.8,4.90,60,"Southern California"
ak,10350228,2,"Monday, November  7, 2011 20:03:31 UTC",53.8215,-165.6358,2.7,63.80,26,"Fox Islands, Aleutian Islands, Alaska"
nm,110711a,A,"Monday, November  7, 2011 19:57:55 UTC",35.3658,-92.2560,2.3,3.80,10,"Arkansas"
ak,10350218,2,"Monday, November  7, 2011 19:47:05 UTC",61.5675,-149.6162,1.8,27.00,24,"Southern Alaska"
ak,10350211,2,"Monday, November  7, 2011 19:40:04 UTC",51.3950,-177.2712,3.8,33.90,23,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10350193,2,"Monday, November  7, 2011 19:14:06 UTC",62.9775,-150.8755,2.2,112.30,38,"Central Alaska"
ak,10350194,3,"Monday, November  7, 2011 19:11:56 UTC",61.6406,-151.1477,1.7,70.30,16,"Southern Alaska"
nc,71677191,3,"Monday, November  7, 2011 18:52:45 UTC",36.5507,-121.1442,1.7,6.70,33,"Central California"
uu,11071839,2,"Monday, November  7, 2011 18:39:12 UTC",39.4470,-111.2203,1.5,3.80, 7,"Utah"
uu,11071833,2,"Monday, November  7, 2011 18:33:15 UTC",39.4272,-111.2270,1.3,7.60, 8,"Utah"
nc,71677176,2,"Monday, November  7, 2011 18:28:39 UTC",37.0983,-121.8028,1.4,3.40,25,"Northern California"
nc,71677166,5,"Monday, November  7, 2011 18:27:32 UTC",37.1003,-121.8030,2.6,5.40,102,"Northern California"
ci,15073196,2,"Monday, November  7, 2011 18:17:38 UTC",35.0408,-118.3523,1.8,7.00,13,"Southern California"
nc,71677161,2,"Monday, November  7, 2011 18:16:57 UTC",39.5735,-120.3845,1.5,32.20,19,"Northern California"
nc,71677126,3,"Monday, November  7, 2011 17:56:26 UTC",38.8387,-122.8400,1.0,1.70,52,"Northern California"
nc,71677121,2,"Monday, November  7, 2011 17:34:46 UTC",38.8240,-122.8265,1.3,1.70,52,"Northern California"
ak,10350155,2,"Monday, November  7, 2011 17:31:11 UTC",63.7483,-150.8699,1.5,7.80,17,"Central Alaska"
uu,11071730,2,"Monday, November  7, 2011 17:30:16 UTC",39.4420,-111.2252,1.5,6.70, 7,"Utah"
ak,10350153,2,"Monday, November  7, 2011 17:28:13 UTC",63.1196,-151.5204,1.3,2.10,14,"Central Alaska"
ak,10350150,2,"Monday, November  7, 2011 17:19:00 UTC",51.6494,-175.9120,2.7,54.50,16,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71677086,3,"Monday, November  7, 2011 16:57:20 UTC",38.4530,-123.3053,1.8,2.60,13,"offshore Northern California"
